PRN,Timestamp,X_km,Y_km,Z_km
PG15,2026-04-01 18:00:0.00000000,-21218.995405,-5421.339823,-15608.657271
PG16,2026-04-01 18:00:0.00000000,3412.586834,19816.374523,-17519.787851
PG17,2026-04-01 18:00:0.00000000,15811.383958,-13204.838325,17278.248729
PG18,2026-04-01 18:00:0.00000000,-13453.181082,6825.862319,-21824.486569
PG19,2026-04-01 18:00:0.00000000,5224.826834,-14993.637086,21140.410861
PG20,2026-04-01 18:00:0.00000000,-15220.652463,-11017.747029,-18690.321272
PG21,2026-04-01 18:00:0.00000000,-779.590881,-22403.286227,-14211.451298
PG22,2026-04-01 18:00:0.00000000,10531.135611,-24406.200457,3168.933483
PG23,2026-04-01 18:00:0.00000000,-15866.232685,16679.781749,-12929.763041
PG24,2026-04-01 18:00:0.00000000,-21219.427071,-13768.255405,8137.443509
PG25,2026-04-01 18:00:0.00000000,-17182.222032,9826.40188,17205.324996
PG26,2026-04-01 18:00:0.00000000,-2323.688983,25334.781084,-7102.762849
PG27,2026-04-01 18:00:0.00000000,10398.544209,13521.214842,-20821.741839
PG28,2026-04-01 18:00:0.00000000,822.821239,20249.952896,17159.860183
PG29,2026-04-01 18:00:0.00000000,-26084.071017,3934.136873,-3796.351794
PG30,2026-04-01 18:00:0.00000000,6410.573626,-15864.311319,-20052.259904
PG31,2026-04-01 18:00:0.00000000,8612.003102,23113.365652,9145.141918
PG32,2026-04-01 18:00:0.00000000,-10927.086246,14867.007625,19315.007847
PG01,2026-04-01 18:15:0.00000000,20030.520017,11623.524646,13067.749404
PG02,2026-04-01 18:15:0.00000000,20219.370786,17614.500618,2111.960969
PG03,2026-04-01 18:15:0.00000000,14260.120127,2753.399797,22034.900244
PG04,2026-04-01 18:15:0.00000000,25468.319219,1501.641231,7735.068636
PG05,2026-04-01 18:15:0.00000000,-7411.733467,-17951.321933,-18272.570945
PG06,2026-04-01 18:15:0.00000000,1113.843393,-18500.382051,19023.964589
PG07,2026-04-01 18:15:0.00000000,16555.275488,-2725.459416,-20062.65042
PG08,2026-04-01 18:15:0.00000000,18718.12218,8410.522585,-17307.668684
PG09,2026-04-01 18:15:0.00000000,25567.2778,-7069.01294,-2107.711924
PG10,2026-04-01 18:15:0.00000000,-10923.999416,23738.833718,-3332.565835
PG11,2026-04-01 18:15:0.00000000,-10703.792668,-22905.497713,8306.986698
PG12,2026-04-01 18:15:0.00000000,-13523.698811,-6778.419575,21542.780784
PG13,2026-04-01 18:15:0.00000000,-11356.569698,-13316.829588,-20328.389126
PG14,2026-04-01 18:15:0.00000000,12955.516623,-22092.407867,-6318.671944
PG15,2026-04-01 18:15:0.00000000,-19569.948254,-6172.556073,-17437.091229
PG16,2026-04-01 18:15:0.00000000,2434.755063,21395.462234,-15648.275283
PG17,2026-04-01 18:15:0.00000000,17616.441997,-13232.620106,15389.000774
PG18,2026-04-01 18:15:0.00000000,-14950.2746,4851.16787,-21398.923613
PG19,2026-04-01 18:15:0.00000000,7625.583691,-15027.812988,20327.311658
PG20,2026-04-01 18:15:0.00000000,-13049.316749,-11526.092312,-19980.249132
PG21,2026-04-01 18:15:0.00000000,-26.026902,-23712.38717,-11922.506199
PG22,2026-04-01 18:15:0.00000000,10816.443305,-24448.331789,346.457575
PG23,2026-04-01 18:15:0.00000000,-15455.494079,15099.667174,-15184.753911
PG24,2026-04-01 18:15:0.00000000,-21607.433276,-14567.585165,5501.314704
PG25,2026-04-01 18:15:0.00000000,-16628.80274,7752.708358,18730.458039
PG26,2026-04-01 18:15:0.00000000,-2842.41817,25857.605721,-4394.807426
PG27,2026-04-01 18:15:0.00000000,8098.624284,13967.103892,-21510.73922
PG28,2026-04-01 18:15:0.00000000,-617.683272,18776.536248,18770.301106
PG29,2026-04-01 18:15:0.00000000,-26369.512382,3715.723742,-966.080756
PG30,2026-04-01 18:15:0.00000000,8008.754652,-14081.355134,-20811.13707
PG31,2026-04-01 18:15:0.00000000,7646.618296,22293.544496,11649.82613
PG32,2026-04-01 18:15:0.00000000,-12995.093148,15080.313061,17769.801029
PG01,2026-04-01 18:30:0.00000000,20704.556197,12822.267619,10686.975841
PG02,2026-04-01 18:30:0.00000000,20108.419419,17790.961518,-713.574824
PG03,2026-04-01 18:30:0.00000000,13467.723825,5188.224152,22103.894721
PG04,2026-04-01 18:30:0.00000000,24496.243772,1879.488394,10344.713883
PG05,2026-04-01 18:30:0.00000000,-6796.792478,-19811.284429,-16481.810527
PG06,2026-04-01 18:30:0.00000000,2654.50653,-16872.51662,20356.566516
PG07,2026-04-01 18:30:0.00000000,18069.469477,-927.416738,-18958.117762
PG08,2026-04-01 18:30:0.00000000,16805.494867,9082.776833,-18835.746622
PG09,2026-04-01 18:30:0.00000000,25690.730111,-6854.46488,750.061653
PG10,2026-04-01 18:30:0.00000000,-10920.55576,23129.923492,-6203.066938
PG11,2026-04-01 18:30:0.00000000,-9837.017231,-22212.604674,10872.69463
PG12,2026-04-01 18:30:0.00000000,-12583.851355,-9107.357922,21255.578763
PG13,2026-04-01 18:30:0.00000000,-9050.100693,-13539.299657,-21305.218836
PG14,2026-04-01 18:30:0.00000000,12971.076291,-21145.211687,-8968.103259
PG15,2026-04-01 18:30:0.00000000,-17790.097405,-7073.651479,-18977.58104
PG16,2026-04-01 18:30:0.00000000,1623.036743,22817.965024,-13509.272791
PG17,2026-04-01 18:30:0.00000000,19196.704373,-13319.731257,13244.099699
PG18,2026-04-01 18:30:0.00000000,-16504.386932,3014.200631,-20604.771187
PG19,2026-04-01 18:30:0.00000000,9913.719328,-15171.311632,19158.231328
PG20,2026-04-01 18:30:0.00000000,-10783.922939,-12175.735385,-20924.099321
PG21,2026-04-01 18:30:0.00000000,570.173844,-24802.73506,-9427.927644
PG22,2026-04-01 18:30:0.00000000,10978.28182,-24211.986365,-2481.833416
PG23,2026-04-01 18:30:0.00000000,-15064.650548,13267.177962,-17173.938259
PG24,2026-04-01 18:30:0.00000000,-21809.382164,-15141.890262,2771.227406
PG25,2026-04-01 18:30:0.00000000,-16133.175832,5504.589876,19920.580609
PG26,2026-04-01 18:30:0.00000000,-3273.118311,26099.407653,-1609.699479
PG27,2026-04-01 18:30:0.00000000,5766.529477,14545.760316,-21843.243566
PG28,2026-04-01 18:30:0.00000000,-2246.577551,17262.009437,20057.62204
PG29,2026-04-01 18:30:0.00000000,-26349.096437,3467.310699,1880.652259
PG30,2026-04-01 18:30:0.00000000,9732.79112,-12329.53023,-21204.259257
PG31,2026-04-01 18:30:0.00000000,6460.098859,21315.005673,13947.786494
PG32,2026-04-01 18:30:0.00000000,-14865.708631,15361.139981,15923.056472
PG01,2026-04-01 18:45:0.00000000,21253.739705,13775.703556,8122.991249
PG02,2026-04-01 18:45:0.00000000,19759.582959,17777.655064,-3527.194894
PG03,2026-04-01 18:45:0.00000000,12818.731182,7649.084927,21785.550173
PG04,2026-04-01 18:45:0.00000000,23269.617432,2377.892189,12778.250384
PG05,2026-04-01 18:45:0.00000000,-6327.763257,-21489.87741,-14410.341596
PG06,2026-04-01 18:45:0.00000000,4375.131276,-15241.308597,21339.393618
PG07,2026-04-01 18:45:0.00000000,19561.560091,685.741528,-17513.981977
PG08,2026-04-01 18:45:0.00000000,14782.139395,9900.915553,-20049.251503
PG09,2026-04-01 18:45:0.00000000,25518.161292,-6548.589674,3594.973254
PG10,2026-04-01 18:45:0.00000000,-10871.345211,22207.488886,-8963.839659
PG11,2026-04-01 18:45:0.00000000,-8742.776288,-21363.777353,13252.439465
PG12,2026-04-01 18:45:0.00000000,-11781.188615,-11428.908811,20592.850939
PG13,2026-04-01 18:45:0.00000000,-6669.503859,-13901.426246,-21925.836442
PG14,2026-04-01 18:45:0.00000000,12957.230541,-19917.136874,-11459.972792
PG15,2026-04-01 18:45:0.00000000,-15922.105213,-8128.364434,-20205.683222
PG16,2026-04-01 18:45:0.00000000,964.358806,24042.370635,-11137.988256
PG17,2026-04-01 18:45:0.00000000,20526.407975,-13433.422063,10878.752114
PG18,2026-04-01 18:45:0.00000000,-18076.049461,1343.755502,-19456.508228
PG19,2026-04-01 18:45:0.00000000,12045.301677,-15403.563516,17652.412025
PG20,2026-04-01 18:45:0.00000000,-8472.643277,-12967.414597,-21505.543506
PG21,2026-04-01 18:45:0.00000000,1032.225476,-25640.983712,-6770.722055
PG22,2026-04-01 18:45:0.00000000,11051.294671,-23684.530697,-5268.04063
PG23,2026-04-01 18:45:0.00000000,-14730.376376,11211.807774,-18862.803091
PG24,2026-04-01 18:45:0.00000000,-21797.003782,-15511.894468,-5.894589
PG25,2026-04-01 18:45:0.00000000,-15722.369748,3121.993754,20754.38777
PG26,2026-04-01 18:45:0.00000000,-3647.753902,26045.992883,1203.745082
PG27,2026-04-01 18:45:0.00000000,3447.667286,15250.606882,-21812.684297
PG28,2026-04-01 18:45:0.00000000,-4045.366466,15749.560304,20999.723627
PG29,2026-04-01 18:45:0.00000000,-26029.193141,3152.251124,4695.309814
PG30,2026-04-01 18:45:0.00000000,11553.465254,-10647.138709,-21225.389409
PG31,2026-04-01 18:45:0.00000000,5050.167289,20219.673299,15997.947676
PG32,2026-04-01 18:45:0.00000000,-16507.614513,15677.054198,13805.220377
PG01,2026-04-01 19:00:0.00000000,21639.330251,14490.606552,5419.797332
PG02,2026-04-01 19:00:0.00000000,19152.61231,17605.836818,-6281.759702
PG03,2026-04-01 19:00:0.00000000,12322.017728,10084.122607,21085.897374
PG04,2026-04-01 19:00:0.00000000,21821.405334,3021.77889,14994.166078
PG05,2026-04-01 19:00:0.00000000,-5983.975029,-22947.227783,-12093.0129
PG06,2026-04-01 19:00:0.00000000,6251.212278,-13650.237677,21956.102245
PG07,2026-04-01 19:00:0.00000000,20988.176746,2097.86574,-15758.187611
PG08,2026-04-01 19:00:0.00000000,12691.828815,10866.047251,-20927.094898
PG09,2026-04-01 19:00:0.00000000,25065.50429,-6117.319267,6378.200519
PG10,2026-04-01 19:00:0.00000000,-10817.284178,20979.710834,-11565.715908
PG11,2026-04-01 19:00:0.00000000,-7417.3418,-20400.12925,15405.569998
PG12,2026-04-01 19:00:0.00000000,-11122.406784,-13693.689795,19566.599235
PG13,2026-04-01 19:00:0.00000000,-4262.716153,-14404.9839,-22179.372356
PG14,2026-04-01 19:00:0.00000000,12950.169346,-18423.11383,-13750.560681
PG15,2026-04-01 19:00:0.00000000,-14009.315072,-9332.911948,-21101.993495
PG16,2026-04-01 19:00:0.00000000,438.65391,25031.608199,-8574.065853
PG17,2026-04-01 19:00:0.00000000,21587.126268,-13537.576894,8331.879231
PG18,2026-04-01 19:00:0.00000000,-19622.397833,-139.069954,-17974.611146
PG19,2026-04-01 19:00:0.00000000,13981.404291,-15697.443212,15835.294071
PG20,2026-04-01 19:00:0.00000000,-6163.819859,-13893.698442,-21714.57146
PG21,2026-04-01 19:00:0.00000000,1389.022735,-26200.498111,-3996.716783
PG22,2026-04-01 19:00:0.00000000,11072.294182,-22861.650402,-7964.569256
PG23,2026-04-01 19:00:0.00000000,-14484.292833,8970.466989,-20222.243491
PG24,2026-04-01 19:00:0.00000000,-21547.762656,-15704.274233,-2782.966719
PG25,2026-04-01 19:00:0.00000000,-15416.872207,649.862858,21217.197139
PG26,2026-04-01 19:00:0.00000000,-4000.327427,25691.616163,3995.896323
PG27,2026-04-01 19:00:0.00000000,1186.105686,16067.412873,-21418.292974
PG28,2026-04-01 19:00:0.00000000,-5987.886788,14279.404266,21580.453473
PG29,2026-04-01 19:00:0.00000000,-25424.604477,2736.138287,7429.837597
PG30,2026-04-01 19:00:0.00000000,13435.762372,-9067.291931,-20874.949719
PG31,2026-04-01 19:00:0.00000000,3423.27799,19051.01836,17763.700262
PG32,2026-04-01 19:00:0.00000000,-17896.691795,15991.443676,11451.530528
PG01,2026-04-01 19:15:0.00000000,21826.082045,14981.672559,2623.744945
PG02,2026-04-01 19:15:0.00000000,18274.759718,17310.768219,-8930.592856
PG03,2026-04-01 19:15:0.00000000,11977.660203,12441.382656,20017.724164
PG04,2026-04-01 19:15:0.00000000,20190.194277,3829.500814,16954.580346
PG05,2026-04-01 19:15:0.00000000,-5738.306526,-24149.278106,-9568.9694
PG06,2026-04-01 19:15:0.00000000,8250.896339,-12138.46596,22196.648067
PG07,2026-04-01 19:15:0.00000000,22305.825435,3301.609918,-13723.985724
PG08,2026-04-01 19:15:0.00000000,10578.871764,11971.499426,-21453.555338
PG09,2026-04-01 19:15:0.00000000,24356.490413,-5530.817098,9051.857708
PG10,2026-04-01 19:15:0.00000000,-10797.747844,19464.427731,-13962.243837
PG11,2026-04-01 19:15:0.00000000,-5865.41986,-19364.136449,17295.299666
PG12,2026-04-01 19:15:0.00000000,-10605.892149,-15852.915716,18195.37033
PG13,2026-04-01 19:15:0.00000000,-1877.76894,-15043.543835,-22060.908401
PG14,2026-04-01 19:15:0.00000000,12983.571027,-16686.3,-15799.792779
PG15,2026-04-01 19:15:0.00000000,-12094.29079,-10676.016451,-21652.370461
PG16,2026-04-01 19:15:0.00000000,19.758895,25754.496466,-5860.990844
PG17,2026-04-01 19:15:0.00000000,22368.35296,-13594.168603,5645.564653
PG18,2026-04-01 19:15:0.00000000,-21098.759095,-1421.465725,-16185.153953
PG19,2026-04-01 19:15:0.00000000,15689.499061,-16020.389575,13738.115581
PG20,2026-04-01 19:15:0.00000000,-3904.259677,-14939.176888,-21547.663231
PG21,2026-04-01 19:15:0.00000000,1673.819396,-26462.363735,-1153.763774
PG22,2026-04-01 19:15:0.00000000,11078.705365,-21747.68625,-10524.919877
PG23,2026-04-01 19:15:0.00000000,-14351.654093,6586.197507,-21229.064852
PG24,2026-04-01 19:15:0.00000000,-21045.732294,-15750.415055,-5513.497357
PG25,2026-04-01 19:15:0.00000000,-15229.785694,-1863.481129,21301.224142
PG26,2026-04-01 19:15:0.00000000,-4365.312189,25039.292604,6717.249361
PG27,2026-04-01 19:15:0.00000000,-976.886407,16974.713157,-20665.198183
PG28,2026-04-01 19:15:0.00000000,-8041.133623,12887.310275,21789.879221
PG29,2026-04-01 19:15:0.00000000,-24557.998563,2188.322123,10037.466253
PG30,2026-04-01 19:15:0.00000000,15340.12222,-7616.766946,-20159.958052
PG31,2026-04-01 19:15:0.00000000,1594.584636,17852.301803,19213.625228
PG32,2026-04-01 19:15:0.00000000,-19016.825179,16264.995312,8901.493451
PG01,2026-04-01 19:30:0.00000000,21783.683824,15270.769922,-217.252491
PG02,2026-04-01 19:30:0.00000000,17121.486767,16930.310349,-11428.228662
PG03,2026-04-01 19:30:0.00000000,11777.044187,14670.677452,18600.303161
PG04,2026-04-01 19:30:0.00000000,18418.799041,4811.945146,18625.878479
PG05,2026-04-01 19:30:0.00000000,-5558.373455,-25069.018291,-6881.028896
PG06,2026-04-01 19:30:0.00000000,10336.052269,-10739.442847,22057.419703
PG07,2026-04-01 19:30:0.00000000,23472.575894,4298.38698,-11449.149583
PG08,2026-04-01 19:30:0.00000000,8486.605292,13202.894636,-21618.586389
PG09,2026-04-01 19:30:0.00000000,23421.724922,-4764.839004,11569.819597
PG10,2026-04-01 19:30:0.00000000,-10848.810969,17688.580572,-16110.606863
PG11,2026-04-01 19:30:0.00000000,-4100.16648,-18297.986918,18889.321065
PG12,2026-04-01 19:30:0.00000000,-10221.927253,-17860.169865,16503.87376
PG13,2026-04-01 19:30:0.00000000,438.82162,-15802.629579,-21571.597515
PG14,2026-04-01 19:30:0.00000000,13087.122298,-14737.304047,-17571.975783
PG15,2026-04-01 19:30:0.00000000,-10217.401872,-12139.199598,-21848.097619
PG16,2026-04-01 19:30:0.00000000,-323.423948,26187.002087,-3045.393001
PG17,2026-04-01 19:30:0.00000000,22867.812819,-13564.80489,2864.446212
PG18,2026-04-01 19:30:0.00000000,-22460.308812,-2499.174704,-14119.322245
PG19,2026-04-01 19:30:0.00000000,17144.606784,-16335.774029,11397.380871
PG20,2026-04-01 19:30:0.00000000,-1737.597339,-16080.977065,-21007.844205
PG21,2026-04-01 19:30:0.00000000,1922.735742,-26416.108968,1709.092903
PG22,2026-04-01 19:30:0.00000000,11106.969576,-20355.65808,-12904.490632
PG23,2026-04-01 19:30:0.00000000,-14350.305887,4106.654488,-21866.366416
PG24,2026-04-01 19:30:0.00000000,-20282.220426,-15685.030655,-8152.294004
PG25,2026-04-01 19:30:0.00000000,-15166.309957,-4368.09015,21005.701156
PG26,2026-04-01 19:30:0.00000000,-4776.053868,24100.764917,9319.379492
PG27,2026-04-01 19:30:0.00000000,-3004.211953,17944.506682,-19564.444048
PG28,2026-04-01 19:30:0.00000000,-10166.355995,11603.311525,21624.454744
PG29,2026-04-01 19:30:0.00000000,-23459.056414,1483.287593,12473.497209
PG30,2026-04-01 19:30:0.00000000,17223.872297,-6315.134957,-19093.837456
PG31,2026-04-01 19:30:0.00000000,-412.454396,16664.838242,20322.107472
PG32,2026-04-01 19:30:0.00000000,-19860.417936,16457.30448,6198.274622
PG01,2026-04-01 19:45:0.00000000,21488.020519,15385.922168,-3054.530298
PG02,2026-04-01 19:45:0.00000000,15696.890692,16503.403154,-13731.17795
PG03,2026-04-01 19:45:0.00000000,11703.329765,16725.373917,16858.998353
PG04,2026-04-01 19:45:0.00000000,16552.717817,5971.928332,19979.281269
PG05,2026-04-01 19:45:0.00000000,-5407.931279,-25687.467804,-4074.987605
PG06,2026-04-01 19:45:0.00000000,12463.582011,-9479.745598,21541.264866
PG07,2026-04-01 19:45:0.00000000,24449.65769,5097.968084,-8975.137104
PG08,2026-04-01 19:45:0.00000000,6455.916173,14538.519925,-21418.052133
PG09,2026-04-01 19:45:0.00000000,22297.506444,-3801.885724,13888.523404
PG10,2026-04-01 19:45:0.00000000,-11001.626483,15687.2878,-17972.472948
PG11,2026-04-01 19:45:0.00000000,-2142.882817,-17241.954342,20160.346775
PG12,2026-04-01 19:45:0.00000000,-9953.236882,-19673.078508,14522.478155
PG13,2026-04-01 19:45:0.00000000,2643.616194,-16660.179983,-20718.701179
PG14,2026-04-01 19:45:0.00000000,13285.213953,-12613.120879,-19036.440403
PG15,2026-04-01 19:45:0.00000000,-8415.498934,-13697.331544,-21685.985543
PG16,2026-04-01 19:45:0.00000000,-625.542273,26313.250428,-176.25581
PG17,2026-04-01 19:45:0.00000000,23091.484532,-13412.313757,35.054903
PG18,2026-04-01 19:45:0.00000000,-23663.735063,-3376.427875,-11812.851675
PG19,2026-04-01 19:45:0.00000000,18330.153055,-16604.461864,8854.205746
PG20,2026-04-01 19:45:0.00000000,297.210908,-17289.582875,-20104.622548
PG21,2026-04-01 19:45:0.00000000,2173.154233,-26060.11233,4542.47061
PG22,2026-04-01 19:45:0.00000000,11190.968366,-18706.967295,-15061.37693
PG23,2026-04-01 19:45:0.00000000,-14489.956986,1582.4177,-22123.800899
PG24,2026-04-01 19:45:0.00000000,-19256.131028,-15544.698318,-10656.116928
PG25,2026-04-01 19:45:0.00000000,-15223.571992,-6814.200769,20336.839889
PG26,2026-04-01 19:45:0.00000000,-5263.210291,22896.122645,11755.889363
PG27,2026-04-01 19:45:0.00000000,-4864.182625,18943.216789,-18132.925766
PG28,2026-04-01 19:45:0.00000000,-12320.379865,10450.649992,21087.076983
PG29,2026-04-01 19:45:0.00000000,-22163.362222,601.841296,14696.060202
PG30,2026-04-01 19:45:0.00000000,19042.783136,-5174.192876,-17696.107088
PG31,2026-04-01 19:45:0.00000000,-2566.816396,15526.355775,21069.822519
PG32,2026-04-01 19:45:0.00000000,-20428.592064,16528.557831,3388.00716
PG01,2026-04-01 20:00:0.00000000,20922.208325,15360.06271,-5839.495423
PG02,2026-04-01 20:00:0.00000000,14013.823163,16068.482703,-15798.70134
PG03,2026-04-01 20:00:0.00000000,11732.252496,18564.035906,14824.761664
PG04,2026-04-01 20:00:0.00000000,14638.493552,7303.900493,20991.340632
PG05,2026-04-01 20:00:0.00000000,-5248.441583,-25994.368306,-1198.863687
PG06,2026-04-01 20:00:0.00000000,14586.922508,-8378.196992,20657.410993
PG07,2026-04-01 20:00:0.00000000,25202.903374,5717.758636,-6346.226847
PG08,2026-04-01 20:00:0.00000000,4523.843493,15949.982598,-20853.882491
PG09,2026-04-01 20:00:0.00000000,21024.434163,-2632.100133,15967.734375
PG10,2026-04-01 20:00:0.00000000,-11281.013944,13502.587374,-19514.751102
PG11,2026-04-01 20:00:0.00000000,-22.400598,-16232.85787,21086.568329
PG12,2026-04-01 20:00:0.00000000,-9775.847281,-21254.820238,12286.599993
PG13,2026-04-01 20:00:0.00000000,4697.710828,-17587.307413,-19515.540522
PG14,2026-04-01 20:00:0.00000000,13595.865789,-10355.82257,-20168.079624
PG15,2026-04-01 20:00:0.00000000,-6720.720482,-15319.417351,-21168.41522
PG16,2026-04-01 20:00:0.00000000,-923.237086,26126.238869,2695.95695
PG17,2026-04-01 20:00:0.00000000,23053.329591,-13102.312125,-2794.894754
PG18,2026-04-01 20:00:0.00000000,-24668.847043,-4065.556321,-9305.401984
PG19,2026-04-01 20:00:0.00000000,19238.489183,-16786.501136,6153.552386
PG20,2026-04-01 20:00:0.00000000,2167.203624,-18529.925957,-18853.810793
PG21,2026-04-01 20:00:0.00000000,2462.066948,-25401.678629,7297.507276
PG22,2026-04-01 20:00:0.00000000,11360.52974,-16830.780474,-16957.153485
PG23,2026-04-01 20:00:0.00000000,-14771.789907,-934.798809,-21997.708222
PG24,2026-04-01 20:00:0.00000000,-17974.058479,-15366.363334,-12984.27756
PG25,2026-04-01 20:00:0.00000000,-15390.807234,-9154.024915,19307.641858
PG26,2026-04-01 20:00:0.00000000,-5853.298423,21453.08603,13983.32338
PG27,2026-04-01 20:00:0.00000000,-6531.572884,19932.886203,-16393.235556
PG28,2026-04-01 20:00:0.00000000,-14457.108277,9444.994794,20187.032786
PG29,2026-04-01 20:00:0.00000000,-20711.077725,-467.94031,16666.830255
PG30,2026-04-01 20:00:0.00000000,20752.681725,-4197.715653,-15991.965442
PG31,2026-04-01 20:00:0.00000000,-4830.96833,14469.522724,21444.08483
PG32,2026-04-01 20:00:0.00000000,-20731.059975,16441.224834,519.026932
PG01,2026-04-01 20:15:0.00000000,20077.363497,15229.609622,-8524.44759
PG02,2026-04-01 20:15:0.00000000,12093.685412,15661.894434,-17593.576374
PG03,2026-04-01 20:15:0.00000000,11833.22333,20151.857556,12533.532791
PG04,2026-04-01 20:15:0.00000000,12722.041836,8793.973193,21644.352863
PG05,2026-04-01 20:15:0.00000000,-5040.742968,-25988.55692,1697.910504
PG06,2026-04-01 20:15:0.00000000,16657.681338,-7445.290738,19421.283729
PG07,2026-04-01 20:15:0.00000000,25703.987464,6181.795228,-3608.651354
PG08,2026-04-01 20:15:0.00000000,2722.314247,17403.135164,-19934.140652
PG09,2026-04-01 20:15:0.00000000,19645.855459,-1253.871664,17771.260803
PG10,2026-04-01 20:15:0.00000000,-11704.32058,11181.899335,-20710.234918
PG11,2026-04-01 20:15:0.00000000,2225.820037,-15302.665871,21652.026249
PG12,2026-04-01 20:15:0.00000000,-9660.218708,-22575.40992,9836.001786
PG13,2026-04-01 20:15:0.00000000,6568.039503,-18549.328675,-17981.357229
PG14,2026-04-01 20:15:0.00000000,14029.923851,-8011.060184,-20947.772286
PG15,2026-04-01 20:15:0.00000000,-5159.468514,-16969.595806,-20303.322455
PG16,2026-04-01 20:15:0.00000000,-1253.475852,25628.21311,5520.241162
PG17,2026-04-01 20:15:0.00000000,22774.730904,-12604.700122,-5577.25691
PG18,2026-04-01 20:15:0.00000000,-25440.06909,-4586.298673,-6639.877872
PG19,2026-04-01 20:15:0.00000000,19871.052542,-16842.866451,3343.370951
PG20,2026-04-01 20:15:0.00000000,3846.49069,-19762.704712,-17277.235631
PG21,2026-04-01 20:15:0.00000000,2824.440226,-24456.781166,9926.710573
PG22,2026-04-01 20:15:0.00000000,11640.078534,-14763.109345,-18557.621748
PG23,2026-04-01 20:15:0.00000000,-15188.422855,-3393.967103,-21491.124364
PG24,2026-04-01 20:15:0.00000000,-16450.117662,-15185.863691,-15099.180841
PG25,2026-04-01 20:15:0.00000000,-15649.879144,-11343.444131,17937.566738
PG26,2026-04-01 20:15:0.00000000,-6567.413549,19805.982928,15962.024906
PG27,2026-04-01 20:15:0.00000000,-7988.448674,20872.570085,-14373.412897
PG28,2026-04-01 20:15:0.00000000,-16529.141485,8593.963699,18939.836864
PG29,2026-04-01 20:15:0.00000000,-19145.449631,-1730.039246,18351.692054
PG30,2026-04-01 20:15:0.00000000,22311.058413,-3381.533355,-14011.778624
PG31,2026-04-01 20:15:0.00000000,-7162.188074,13520.703785,21439.050854
PG32,2026-04-01 20:15:0.00000000,-20785.666488,16161.690814,-2358.95516
PG01,2026-04-01 20:30:0.00000000,18953.075234,15032.915391,-11063.385501
PG02,2026-04-01 20:30:0.00000000,9965.894854,15316.363992,-19082.842303
PG03,2026-04-01 20:30:0.00000000,11970.679426,21461.833498,10025.557254
PG04,2026-04-01 20:30:0.00000000,10847.007576,10420.272037,21926.681915
PG05,2026-04-01 20:30:0.00000000,-4746.76218,-25678.001963,4565.334856
PG06,2026-04-01 20:30:0.00000000,18627.344811,-6682.943642,17854.227791
PG07,2026-04-01 20:30:0.00000000,25931.421899,6519.516138,-809.748005
PG08,2026-04-01 20:30:0.00000000,1077.060917,18859.242074,-18672.995124
PG09,2026-04-01 20:30:0.00000000,18206.213455,325.878554,19267.604682
PG10,2026-04-01 20:30:0.00000000,-12280.604959,8776.275267,-21538.116647
PG11,2026-04-01 20:30:0.00000000,4560.847408,-14477.296492,21846.885265
PG12,2026-04-01 20:30:0.00000000,-9572.600294,-23612.707877,7214.018363
PG13,2026-04-01 20:30:0.00000000,8228.471651,-19507.03623,-16141.080908
PG14,2026-04-01 20:30:0.00000000,14590.560853,-5626.438721,-21362.685624
PG15,2026-04-01 20:30:0.00000000,-3751.585962,-18608.320127,-19104.122275
PG16,2026-04-01 20:30:0.00000000,-1651.845032,24830.680441,8246.038319
PG17,2026-04-01 20:30:0.00000000,22283.655129,-11895.023823,-8264.241209
PG18,2026-04-01 20:30:0.00000000,-25947.766018,-4964.833351,-3861.70798
PG19,2026-04-01 20:30:0.00000000,20238.157262,-16737.181257,473.668836
PG20,2026-04-01 20:30:0.00000000,5317.049205,-20945.879127,-15402.34206
PG21,2026-04-01 20:30:0.00000000,3291.661173,-23249.480237,12384.781797
PG22,2026-04-01 20:30:0.00000000,12047.48936,-12545.61525,-19833.504513
PG23,2026-04-01 20:30:0.00000000,-15724.220355,-5746.524325,-20613.669103
PG24,2026-04-01 20:30:0.00000000,-14705.52156,-15036.523084,-16966.812008
PG25,2026-04-01 20:30:0.00000000,-15976.109012,-13343.537381,16252.072566
PG26,2026-04-01 20:30:0.00000000,-7420.178096,17994.461846,17656.91325
PG27,2026-04-01 20:30:0.00000000,-9224.734077,21719.881524,-12106.594015
PG28,2026-04-01 20:30:0.00000000,-18489.455398,7896.965469,17366.963744
PG29,2026-04-01 20:30:0.00000000,-17511.205753,-3180.129038,19721.340054
PG30,2026-04-01 20:30:0.00000000,23678.604498,-2713.92376,-11790.487742
PG31,2026-04-01 20:30:0.00000000,-9514.094756,12698.996734,21055.774842
PG32,2026-04-01 20:30:0.00000000,-20617.613248,15661.764233,-5195.730192
PG01,2026-04-01 20:45:0.00000000,17557.564125,14808.651194,-13412.785079
PG02,2026-04-01 20:45:0.00000000,7667.031087,15059.588732,-20238.503844
PG03,2026-04-01 20:45:0.00000000,12105.628552,22475.623568,7344.638659
PG04,2026-04-01 20:45:0.00000000,9053.212256,12153.603583,21832.986038
PG05,2026-04-01 20:45:0.00000000,-4331.19824,-25079.495855,7353.7124
PG06,2026-04-01 20:45:0.00000000,20448.995104,-6084.58143,15983.13579
PG07,2026-04-01 20:45:0.00000000,25871.280859,6764.3631,2002.856585
