PRN,Timestamp,X_km,Y_km,Z_km
PG26,2026-04-01 05:15:0.00000000,-155.913216,-22158.048424,-14584.956285
PG27,2026-04-01 05:15:0.00000000,-16913.319701,-12925.707294,-16514.693625
PG28,2026-04-01 05:15:0.00000000,-4061.303252,-24115.649452,10342.211431
PG29,2026-04-01 05:15:0.00000000,23284.137947,-4827.018714,-12034.654313
PG30,2026-04-01 05:15:0.00000000,-2422.603047,21175.826084,-15483.557088
PG31,2026-04-01 05:15:0.00000000,-10373.138782,-24254.204909,453.480806
PG32,2026-04-01 05:15:0.00000000,3609.481011,-14895.008415,21958.064572
PG01,2026-04-01 05:30:0.00000000,-17557.13871,-6336.259926,18917.680098
PG02,2026-04-01 05:30:0.00000000,-19353.185418,-15573.925983,10543.580961
PG03,2026-04-01 05:30:0.00000000,-17437.860224,4188.834244,19354.276462
PG04,2026-04-01 05:30:0.00000000,-26622.438155,-741.496654,-1083.464862
PG05,2026-04-01 05:30:0.00000000,10383.926067,11451.744905,-21765.679554
PG06,2026-04-01 05:30:0.00000000,2421.493068,23067.377355,12857.268183
PG07,2026-04-01 05:30:0.00000000,-12098.298445,9250.386946,-21120.146661
PG08,2026-04-01 05:30:0.00000000,-23556.182126,-7112.347694,-10791.309438
PG09,2026-04-01 05:30:0.00000000,-23232.156645,7558.555626,-10610.885553
PG10,2026-04-01 05:30:0.00000000,10199.917768,-23689.625144,5814.179037
PG11,2026-04-01 05:30:0.00000000,12125.151144,23669.863903,-452.25458
PG12,2026-04-01 05:30:0.00000000,17148.903764,-50.376331,19993.120992
PG13,2026-04-01 05:30:0.00000000,17617.978986,13371.625772,-15170.041533
PG14,2026-04-01 05:30:0.00000000,-12309.850527,23223.861116,2486.409044
PG15,2026-04-01 05:30:0.00000000,24120.57464,4260.621094,-10879.542999
PG16,2026-04-01 05:30:0.00000000,-6073.721872,-16124.574179,-20488.930221
PG17,2026-04-01 05:30:0.00000000,-11351.708472,13468.034439,20323.181457
PG18,2026-04-01 05:30:0.00000000,10595.353724,-11336.810387,-21469.336386
PG19,2026-04-01 05:30:0.00000000,55.911635,15336.88623,21634.751691
PG20,2026-04-01 05:30:0.00000000,19330.125712,10358.077458,-14889.883918
PG21,2026-04-01 05:30:0.00000000,2975.260225,19064.244901,-18230.723911
PG22,2026-04-01 05:30:0.00000000,-9368.256492,23486.020032,8964.976314
PG23,2026-04-01 05:30:0.00000000,16623.371578,-19122.419001,-7412.136061
PG24,2026-04-01 05:30:0.00000000,19923.210569,11251.548258,13246.675126
PG25,2026-04-01 05:30:0.00000000,18403.701377,-13523.79132,12961.712606
PG26,2026-04-01 05:30:0.00000000,799.687409,-23388.867075,-12411.305385
PG27,2026-04-01 05:30:0.00000000,-14998.494425,-12997.653133,-18218.145054
PG28,2026-04-01 05:30:0.00000000,-3240.234543,-23057.3548,12764.419882
PG29,2026-04-01 05:30:0.00000000,24473.95364,-4467.400661,-9562.260814
PG30,2026-04-01 05:30:0.00000000,-3516.227365,19576.350191,-17276.771587
PG31,2026-04-01 05:30:0.00000000,-9998.005607,-24159.696325,3304.991084
PG32,2026-04-01 05:30:0.00000000,6032.915522,-14752.76448,21495.55505
PG01,2026-04-01 05:45:0.00000000,-18359.850676,-8255.141847,17358.890947
PG02,2026-04-01 05:45:0.00000000,-19791.915905,-16484.633213,7979.901887
PG03,2026-04-01 05:45:0.00000000,-16344.219397,2140.106292,20601.198889
PG04,2026-04-01 05:45:0.00000000,-26581.326715,-955.043896,1780.979078
PG05,2026-04-01 05:45:0.00000000,9262.650665,13582.574889,-21024.412865
PG06,2026-04-01 05:45:0.00000000,1511.576464,21752.280306,15115.894115
PG07,2026-04-01 05:45:0.00000000,-13430.503336,7066.74535,-21192.543722
PG08,2026-04-01 05:45:0.00000000,-22244.0656,-7414.968006,-13116.327019
PG09,2026-04-01 05:45:0.00000000,-24291.645949,7388.786101,-8025.428865
PG10,2026-04-01 05:45:0.00000000,10591.875536,-24009.950979,2932.162345
PG11,2026-04-01 05:45:0.00000000,11862.234094,23691.529549,2402.116322
PG12,2026-04-01 05:45:0.00000000,15909.351078,2005.033348,20884.740569
PG13,2026-04-01 05:45:0.00000000,15827.192584,13253.905258,-17131.485662
PG14,2026-04-01 05:45:0.00000000,-12652.966362,23157.924139,-347.283662
PG15,2026-04-01 05:45:0.00000000,22882.03083,4737.09551,-13219.633255
PG16,2026-04-01 05:45:0.00000000,-4732.706084,-17888.025915,-19283.641414
PG17,2026-04-01 05:45:0.00000000,-13522.34961,13282.440724,19078.741772
PG18,2026-04-01 05:45:0.00000000,11862.490452,-9194.244516,-21850.718414
PG19,2026-04-01 05:45:0.00000000,-2424.631222,15103.275289,21616.156067
PG20,2026-04-01 05:45:0.00000000,17509.851959,10603.450715,-16836.563113
PG21,2026-04-01 05:45:0.00000000,1840.362786,20705.084325,-16506.880453
PG22,2026-04-01 05:45:0.00000000,-10015.156358,24046.693838,6312.473822
PG23,2026-04-01 05:45:0.00000000,16306.895707,-18140.184186,-10097.907604
PG24,2026-04-01 05:45:0.00000000,20594.47823,12567.780265,10963.156431
PG25,2026-04-01 05:45:0.00000000,17840.385508,-11925.231711,15102.964804
PG26,2026-04-01 05:45:0.00000000,1595.543379,-24429.18604,-10022.38406
PG27,2026-04-01 05:45:0.00000000,-12916.844248,-13173.572996,-19621.150094
PG28,2026-04-01 05:45:0.00000000,-2226.429873,-21821.236257,14966.778197
PG29,2026-04-01 05:45:0.00000000,25393.596523,-4189.459103,-6926.996161
PG30,2026-04-01 05:45:0.00000000,-4780.149588,17870.455549,-18765.373147
PG31,2026-04-01 05:45:0.00000000,-9459.902213,-23803.017392,6098.253683
PG32,2026-04-01 05:45:0.00000000,8390.861185,-14739.724469,20671.380733
PG01,2026-04-01 06:00:0.00000000,-19164.263735,-9962.023372,15502.085835
PG02,2026-04-01 06:00:0.00000000,-20093.191728,-17146.13914,5284.983924
PG03,2026-04-01 06:00:0.00000000,-15313.991227,-76.612791,21486.513063
PG04,2026-04-01 06:00:0.00000000,-26230.472707,-1182.184563,4615.10661
PG05,2026-04-01 06:00:0.00000000,8301.716453,15678.050275,-19926.585071
PG06,2026-04-01 06:00:0.00000000,399.332304,20287.665947,17113.562689
PG07,2026-04-01 06:00:0.00000000,-14857.338476,4966.02476,-20879.218642
PG08,2026-04-01 06:00:0.00000000,-20703.384491,-7813.530099,-15223.226814
PG09,2026-04-01 06:00:0.00000000,-25060.880067,7244.652075,-5302.910785
PG10,2026-04-01 06:00:0.00000000,10819.735352,-24053.269729,-1.179973
PG11,2026-04-01 06:00:0.00000000,11432.768758,23454.365822,5215.350878
PG12,2026-04-01 06:00:0.00000000,14735.781235,4192.208718,21407.54206
PG13,2026-04-01 06:00:0.00000000,13829.883593,13220.530124,-18806.786685
PG14,2026-04-01 06:00:0.00000000,-12854.761765,22820.66796,-3174.874672
PG15,2026-04-01 06:00:0.00000000,21430.514941,5331.739534,-15339.449148
PG16,2026-04-01 06:00:0.00000000,-3559.877933,-19591.098638,-17752.637561
PG17,2026-04-01 06:00:0.00000000,-15543.751657,13209.059718,17518.032536
PG18,2026-04-01 06:00:0.00000000,13253.143852,-7106.578253,-21853.935508
PG19,2026-04-01 06:00:0.00000000,-4895.718134,14997.557657,21222.288186
PG20,2026-04-01 06:00:0.00000000,15501.031625,10962.260816,-18491.686065
PG21,2026-04-01 06:00:0.00000000,888.676983,22214.727807,-14498.443575
PG22,2026-04-01 06:00:0.00000000,-10478.384075,24380.533796,3554.264887
PG23,2026-04-01 06:00:0.00000000,15922.364253,-16871.613034,-12606.710309
PG24,2026-04-01 06:00:0.00000000,21153.986066,13639.214054,8489.630273
PG25,2026-04-01 06:00:0.00000000,17260.786968,-10089.829175,16974.721914
PG26,2026-04-01 06:00:0.00000000,2248.499157,-25243.748296,-7458.906704
PG27,2026-04-01 06:00:0.00000000,-10708.39638,-13470.435136,-20700.301359
PG28,2026-04-01 06:00:0.00000000,-1012.395583,-20449.179393,16911.394969
PG29,2026-04-01 06:00:0.00000000,26022.780396,-3959.889919,-4173.744064
PG30,2026-04-01 06:00:0.00000000,-6208.580844,16103.10618,-19923.312735
PG31,2026-04-01 06:00:0.00000000,-8732.828021,-23210.876319,8783.763515
PG32,2026-04-01 06:00:0.00000000,10637.210637,-14843.822336,19498.583718
PG01,2026-04-01 06:15:0.00000000,-19931.030628,-11437.359673,13379.279138
PG02,2026-04-01 06:15:0.00000000,-20220.332623,-17570.00139,2502.892817
PG03,2026-04-01 06:15:0.00000000,-14380.353964,-2421.390257,21994.747348
PG04,2026-04-01 06:15:0.00000000,-25578.665641,-1460.164661,7370.683868
PG05,2026-04-01 06:15:0.00000000,7505.333042,17689.951724,-18490.437246
PG06,2026-04-01 06:15:0.00000000,-917.400739,18719.811823,18816.226983
PG07,2026-04-01 06:15:0.00000000,-16346.547549,2988.156803,-20187.449754
PG08,2026-04-01 06:15:0.00000000,-18967.013313,-8330.893558,-17076.774521
PG09,2026-04-01 06:15:0.00000000,-25528.685681,7088.994881,-2489.746128
PG10,2026-04-01 06:15:0.00000000,10917.632066,-23798.195025,-2934.4734
PG11,2026-04-01 06:15:0.00000000,10810.122365,22985.274725,7939.312869
PG12,2026-04-01 06:15:0.00000000,13658.423466,6471.184868,21552.05613
PG13,2026-04-01 06:15:0.00000000,11663.655664,13296.638645,-20168.030092
PG14,2026-04-01 06:15:0.00000000,-12948.837739,22199.854863,-5946.71417
PG15,2026-04-01 06:15:0.00000000,19802.406293,6063.200318,-17204.833688
PG16,2026-04-01 06:15:0.00000000,-2558.760932,-21188.153279,-15920.135936
PG17,2026-04-01 06:15:0.00000000,-17377.538859,13226.508788,15666.734332
PG18,2026-04-01 06:15:0.00000000,14739.736283,-5115.698787,-21479.762689
PG19,2026-04-01 06:15:0.00000000,-7308.134195,15015.538594,20458.43644
PG20,2026-04-01 06:15:0.00000000,13345.850935,11451.808311,-19826.534757
PG21,2026-04-01 06:15:0.00000000,112.448148,23549.960659,-12239.990064
PG22,2026-04-01 06:15:0.00000000,-10783.244094,24459.565172,736.357707
PG23,2026-04-01 06:15:0.00000000,15511.906139,-15327.436646,-14894.659383
PG24,2026-04-01 06:15:0.00000000,21565.136888,14470.620693,5869.982099
PG25,2026-04-01 06:15:0.00000000,16701.800185,-8042.485681,18543.136382
PG26,2026-04-01 06:15:0.00000000,2781.450364,-25802.823338,-4765.011329
PG27,2026-04-01 06:15:0.00000000,-8416.425665,-13898.092249,-21437.265013
PG28,2026-04-01 06:15:0.00000000,401.126782,-18985.268961,18564.831812
PG29,2026-04-01 06:15:0.00000000,26349.40637,-3742.632481,-1349.388441
PG30,2026-04-01 06:15:0.00000000,-7787.725965,14318.879318,-20730.53921
PG31,2026-04-01 06:15:0.00000000,-7797.373618,-22416.350369,11313.718485
PG32,2026-04-01 06:15:0.00000000,12729.086385,-15045.576795,17996.049295
PG01,2026-04-01 06:30:0.00000000,-20619.259793,-12669.879244,11027.002469
PG02,2026-04-01 06:30:0.00000000,-20140.518608,-17774.986509,-320.619452
PG03,2026-04-01 06:30:0.00000000,-13569.666641,-4848.70974,22117.180482
PG04,2026-04-01 06:30:0.00000000,-24643.18742,-1823.866105,10000.809095
PG05,2026-04-01 06:30:0.00000000,6869.345593,19570.968772,-16739.929419
PG06,2026-04-01 06:30:0.00000000,-2432.050203,17095.972815,20195.028872
PG07,2026-04-01 06:30:0.00000000,-17860.675167,1166.530659,-19131.621542
PG08,2026-04-01 06:30:0.00000000,-17072.707587,-8983.717623,-18645.742543
PG09,2026-04-01 06:30:0.00000000,-25692.619261,6883.900206,366.016954
PG10,2026-04-01 06:30:0.00000000,10923.704882,-23232.220764,-5816.001436
PG11,2026-04-01 06:30:0.00000000,9974.048246,22317.176142,10527.43266
PG12,2026-04-01 06:30:0.00000000,12700.788924,8797.238611,21315.664845
PG13,2026-04-01 06:30:0.00000000,9370.957603,13500.635585,-21192.387239
PG14,2026-04-01 06:30:0.00000000,-12971.352037,21291.750019,-8614.084825
PG15,2026-04-01 06:30:0.00000000,18037.822847,6943.450222,-18785.972549
PG16,2026-04-01 06:30:0.00000000,-1724.953448,-22634.549046,-13815.712029
PG17,2026-04-01 06:30:0.00000000,-18990.625508,13307.455713,13555.226341
PG18,2026-04-01 06:30:0.00000000,16288.416821,-3258.047596,-20735.494044
PG19,2026-04-01 06:30:0.00000000,-9614.177095,15145.083509,19336.49258
PG20,2026-04-01 06:30:0.00000000,11090.225531,12081.917829,-20817.966548
PG21,2026-04-01 06:30:0.00000000,-503.778014,24671.360248,-9770.431033
PG22,2026-04-01 06:30:0.00000000,-10960.146431,24262.47238,-2093.937387
PG23,2026-04-01 06:30:0.00000000,15116.062134,-13527.53414,-16921.851588
PG24,2026-04-01 06:30:0.00000000,21794.486148,15074.687132,3149.98741
PG25,2026-04-01 06:30:0.00000000,16196.490635,-5815.780432,19779.908626
PG26,2026-04-01 06:30:0.00000000,3222.273818,-26083.415833,-1987.501891
PG27,2026-04-01 06:30:0.00000000,-6086.045338,-14458.81108,-21819.078372
PG28,2026-04-01 06:30:0.00000000,2004.992976,-17474.121727,19898.676264
PG29,2026-04-01 06:30:0.00000000,26369.975969,-3500.434964,1497.960629
PG30,2026-04-01 06:30:0.00000000,-9496.164223,12560.298277,-21173.351709
PG31,2026-04-01 06:30:0.00000000,-6641.743092,-21457.540342,13642.954488
PG32,2026-04-01 06:30:0.00000000,14628.293623,-15318.851264,16188.267612
PG01,2026-04-01 06:45:0.00000000,-21188.138901,-13656.814354,8485.676564
PG02,2026-04-01 06:45:0.00000000,-19826.136597,-17786.28659,-3138.761487
PG03,2026-04-01 06:45:0.00000000,-12900.475417,-7309.079559,21851.989144
PG04,2026-04-01 06:45:0.00000000,-23449.186871,-2304.284448,12460.685445
PG05,2026-04-01 06:45:0.00000000,6381.518069,21276.373183,-14704.379553
PG06,2026-04-01 06:45:0.00000000,-4129.39916,15462.61076,21226.764162
PG07,2026-04-01 06:45:0.00000000,-19358.563178,-473.111418,-17732.79096
PG08,2026-04-01 06:45:0.00000000,-15061.835071,-9781.67629,-19903.40166
PG09,2026-04-01 06:45:0.00000000,-25559.011317,6592.339363,3215.499898
PG10,2026-04-01 06:45:0.00000000,10878.411349,-22352.374094,-8594.681565
PG11,2026-04-01 06:45:0.00000000,8911.645936,21487.676784,12935.488174
PG12,2026-04-01 06:45:0.00000000,11878.808844,11122.482101,20702.656083
PG13,2026-04-01 06:45:0.00000000,6997.677175,13843.415985,-21862.467902
PG14,2026-04-01 06:45:0.00000000,-12959.409251,20101.400363,-11130.112417
PG15,2026-04-01 06:45:0.00000000,16179.219823,7977.23899,-20057.758363
PG16,2026-04-01 06:45:0.00000000,-1046.391413,-23888.288545,-11473.927192
PG17,2026-04-01 06:45:0.00000000,-20356.296188,13419.720715,11218.160337
PG18,2026-04-01 06:45:0.00000000,17860.297202,-1563.41125,-19634.758778
PG19,2026-04-01 06:45:0.00000000,-11769.353417,15366.583767,17874.837779
PG20,2026-04-01 06:45:0.00000000,8782.173825,12854.428951,-21448.823696
PG21,2026-04-01 06:45:0.00000000,-982.362549,25544.773329,-7132.339091
PG22,2026-04-01 06:45:0.00000000,-11043.31888,23775.523112,-4888.741114
PG23,2026-04-01 06:45:0.00000000,14772.07615,-11500.310153,-18653.088501
PG24,2026-04-01 06:45:0.00000000,21813.057239,15471.234878,376.487274
PG25,2026-04-01 06:45:0.00000000,15772.691897,-3448.869327,20662.868052
PG26,2026-04-01 06:45:0.00000000,3602.54169,-26070.232305,824.985538
PG27,2026-04-01 06:45:0.00000000,-3762.729884,-15147.078018,-21838.388088
PG28,2026-04-01 06:45:0.00000000,3781.81644,-15959.212879,20890.027005
PG29,2026-04-01 06:45:0.00000000,26089.691891,-3196.469198,4319.762342
PG30,2026-04-01 06:45:0.00000000,-11305.545303,10866.267451,-21244.620386
PG31,2026-04-01 06:45:0.00000000,-5262.471421,-20376.02138,15729.838361
PG32,2026-04-01 06:45:0.00000000,16302.616759,-15631.881913,14105.004452
PG01,2026-04-01 07:00:0.00000000,-21598.565755,-14403.809052,5798.920017
PG02,2026-04-01 07:00:0.00000000,-19255.969788,-17634.50263,-5904.38621
PG03,2026-04-01 07:00:0.00000000,-12382.849928,-9750.800735,21204.258857
PG04,2026-04-01 07:00:0.00000000,-22028.769918,-2927.15535,14708.360921
PG05,2026-04-01 07:00:0.00000000,6022.130752,22765.613332,-12418.013996
PG06,2026-04-01 07:00:0.00000000,-5986.012679,13863.676357,21894.24503
PG07,2026-04-01 07:00:0.00000000,-20796.989819,-1913.427337,-16018.11275
PG08,2026-04-01 07:00:0.00000000,-12977.980051,-10726.928379,-20827.96073
PG09,2026-04-01 07:00:0.00000000,-25142.687423,6179.786907,6009.817573
PG10,2026-04-01 07:00:0.00000000,10822.735711,-21165.495639,-11221.049596
PG11,2026-04-01 07:00:0.00000000,7618.043472,20537.574692,15122.344577
PG12,2026-04-01 07:00:0.00000000,11200.29635,13397.591722,19724.13417
PG13,2026-04-01 07:00:0.00000000,4591.613821,14327.86992,-22166.602529
PG14,2026-04-01 07:00:0.00000000,-12949.419106,18642.569037,-13450.641316
PG15,2026-04-01 07:00:0.00000000,14269.933437,9161.812486,-21000.08756
PG16,2026-04-01 07:00:0.00000000,-503.916099,-24911.606662,-8933.852264
PG17,2026-04-01 07:00:0.00000000,-21455.071346,13527.567515,8693.97478
PG18,2026-04-01 07:00:0.00000000,19412.884701,-53.984127,-18197.23131
PG19,2026-04-01 07:00:0.00000000,-13733.971245,15653.74436,16098.095182
PG20,2026-04-01 07:00:0.00000000,6470.115878,13763.011109,-21708.234743
PG21,2026-04-01 07:00:0.00000000,-1351.508512,26142.602326,-4371.210171
PG22,2026-04-01 07:00:0.00000000,-11069.365059,22993.234437,-7600.370753
PG23,2026-04-01 07:00:0.00000000,14512.335521,-9281.738833,-20058.503028
PG24,2026-04-01 07:00:0.00000000,21597.470178,15686.195155,-2403.409568
PG25,2026-04-01 07:00:0.00000000,15451.83484,-986.108364,21176.417741
PG26,2026-04-01 07:00:0.00000000,3956.070088,-25756.360173,3622.876852
PG27,2026-04-01 07:00:0.00000000,-1490.817887,-15949.690946,-21493.624371
PG28,2026-04-01 07:00:0.00000000,5706.450841,-14481.260532,21521.883451
PG29,2026-04-01 07:00:0.00000000,25522.242163,-2795.934072,7067.85039
PG30,2026-04-01 07:00:0.00000000,-13181.569818,9270.673347,-20943.873081
PG31,2026-04-01 07:00:0.00000000,-3664.801833,-19215.15525,17537.094795
PG32,2026-04-01 07:00:0.00000000,17726.910134,-15948.540458,11780.88069
PG01,2026-04-01 07:15:0.00000000,-21814.724075,-14924.509648,3012.806432
PG02,2026-04-01 07:15:0.00000000,-18416.184901,-17354.424138,-8570.707724
PG03,2026-04-01 07:15:0.00000000,-12018.0752,-12121.822015,20185.8596
PG04,2026-04-01 07:15:0.00000000,-20419.838848,-3711.781699,16705.424742
PG05,2026-04-01 07:15:0.00000000,5764.871981,24003.770076,-9919.433364
PG06,2026-04-01 07:15:0.00000000,-7970.982955,12339.008523,22186.556215
PG07,2026-04-01 07:15:0.00000000,-22132.374596,-3145.855836,-14020.150487
PG08,2026-04-01 07:15:0.00000000,-10865.467092,-11813.864039,-21402.948509
PG09,2026-04-01 07:15:0.00000000,-24466.374828,5615.751982,8700.909962
PG10,2026-04-01 07:15:0.00000000,10796.367577,-19688.128779,-13648.227798
PG11,2026-04-01 07:15:0.00000000,6096.775911,19509.256447,17050.641309
PG12,2026-04-01 07:15:0.00000000,10664.753818,15573.599468,18397.789413
PG13,2026-04-01 07:15:0.00000000,2200.88194,14948.686897,-22099.050582
PG14,2026-04-01 07:15:0.00000000,-12975.492209,16937.327417,-15535.054712
PG15,2026-04-01 07:15:0.00000000,12352.717627,10486.902624,-21598.09264
PG16,2026-04-01 07:15:0.00000000,-72.134319,-25672.439947,-6238.486538
PG17,2026-04-01 07:15:0.00000000,-22275.326976,13593.141164,6024.350563
PG18,2026-04-01 07:15:0.00000000,20901.654883,1256.265232,-16448.244056
PG19,2026-04-01 07:15:0.00000000,-15474.56115,15974.666886,14036.747617
PG20,2026-04-01 07:15:0.00000000,4201.164355,14793.310243,-21591.802216
PG21,2026-04-01 07:15:0.00000000,-1643.966526,26444.850311,-1534.673109
PG22,2026-04-01 07:15:0.00000000,-11075.718375,21918.75034,-10182.129065
PG23,2026-04-01 07:15:0.00000000,14363.023799,-6914.11465,-21114.077105
PG24,2026-04-01 07:15:0.00000000,21130.848709,15750.388143,-5143.086373
PG25,2026-04-01 07:15:0.00000000,15248.061252,1524.539024,21311.830481
PG26,2026-04-01 07:15:0.00000000,4317.361347,-25143.624807,6356.595078
PG27,2026-04-01 07:15:0.00000000,687.955464,-16846.139241,-20789.105829
PG28,2026-04-01 07:15:0.00000000,7746.77658,-13076.730366,21783.433439
PG29,2026-04-01 07:15:0.00000000,24689.274945,-2267.586675,9695.236016
PG30,2026-04-01 07:15:0.00000000,-15085.211761,7801.207347,-20277.249269
PG31,2026-04-01 07:15:0.00000000,-1862.703429,-18018.336555,19032.544728
PG32,2026-04-01 07:15:0.00000000,18883.939232,-16229.78875,9254.861426
PG01,2026-04-01 07:30:0.00000000,-21805.543919,-15239.85459,175.082234
PG02,2026-04-01 07:30:0.00000000,-17301.07661,-16983.642429,-11092.045664
PG03,2026-04-01 07:30:0.00000000,-11798.709186,-14371.606151,18815.190959
PG04,2026-04-01 07:30:0.00000000,-18664.723166,-4670.106147,18417.649868
PG05,2026-04-01 07:30:0.00000000,5577.992992,24962.818598,-7250.999296
PG06,2026-04-01 07:30:0.00000000,-10046.962754,10922.910872,22099.203385
PG07,2026-04-01 07:30:0.00000000,-23322.472647,-4170.622401,-11776.101901
PG08,2026-04-01 07:30:0.00000000,-8767.854047,-13029.140837,-21617.531009
PG09,2026-04-01 07:30:0.00000000,-23559.815453,4875.163344,11242.367948
PG10,2026-04-01 07:30:0.00000000,10835.929943,-17946.017343,-15832.851504
PG11,2026-04-01 07:30:0.00000000,4359.845467,18445.047919,18687.416077
PG12,2026-04-01 07:30:0.00000000,10263.532062,17603.671517,16747.533396
PG13,2026-04-01 07:30:0.00000000,-127.701001,15692.469124,-21660.131165
PG14,2026-04-01 07:30:0.00000000,-13067.940823,15015.32168,-17347.021077
PG15,2026-04-01 07:30:0.00000000,10468.320447,11934.98532,-21842.312464
PG16,2026-04-01 07:30:0.00000000,279.45416,-26145.714304,-3434.0747
PG17,2026-04-01 07:30:0.00000000,-22813.644161,13578.004806,3253.610448
PG18,2026-04-01 07:30:0.00000000,22281.70295,2361.904619,-14418.312641
PG19,2026-04-01 07:30:0.00000000,-16965.062913,16293.187171,11726.623374
PG20,2026-04-01 07:30:0.00000000,2019.474279,15923.421576,-21101.67349
PG21,2026-04-01 07:30:0.00000000,-1895.56194,26439.883758,1328.338848
PG22,2026-04-01 07:30:0.00000000,-11099.04775,20563.909282,-12589.105701
PG23,2026-04-01 07:30:0.00000000,14343.039865,-4444.56229,-21802.041667
PG24,2026-04-01 07:30:0.00000000,20403.480786,15698.157789,-7797.131496
PG25,2026-04-01 07:30:0.00000000,15167.660454,4033.240446,21067.389166
PG26,2026-04-01 07:30:0.00000000,4720.005823,-24242.603907,8977.514694
PG27,2026-04-01 07:30:0.00000000,2735.845988,-17809.264876,-19735.068818
PG28,2026-04-01 07:30:0.00000000,9864.761427,-11776.517613,21670.234509
PG29,2026-04-01 07:30:0.00000000,23619.582624,-1585.142633,12156.89672
PG30,2026-04-01 07:30:0.00000000,-16974.130613,6478.455319,-19257.326201
PG31,2026-04-01 07:30:0.00000000,121.474057,-16827.248988,20189.735286
PG32,2026-04-01 07:30:0.00000000,19764.936414,-16435.273682,6569.657648
PG01,2026-04-01 07:45:0.00000000,-21545.990937,-15377.091866,-2665.642036
PG02,2026-04-01 07:45:0.00000000,-15913.534493,-16561.042605,-13424.589121
PG03,2026-04-01 07:45:0.00000000,-11709.000291,-16452.932004,17116.804835
PG04,2026-04-01 07:45:0.00000000,-16808.652253,-5806.065078,19815.571922
PG05,2026-04-01 07:45:0.00000000,5425.684392,25622.646828,-4458.149096
PG06,2026-04-01 07:45:0.00000000,-12171.446411,9642.957444,21634.15387
PG07,2026-04-01 07:45:0.00000000,-24327.987293,-4996.385912,-9326.967114
PG08,2026-04-01 07:45:0.00000000,-6726.446371,-14352.013411,-21466.757291
PG09,2026-04-01 07:45:0.00000000,-22458.617524,3939.552929,13590.239052
PG10,2026-04-01 07:45:0.00000000,10973.334616,-15973.229235,-17735.929298
PG11,2026-04-01 07:45:0.00000000,2427.460531,17385.580983,20004.656386
PG12,2026-04-01 07:45:0.00000000,9980.331791,19444.799839,14803.010712
PG13,2026-04-01 07:45:0.00000000,-2350.185954,16538.153029,-20856.271921
PG14,2026-04-01 07:45:0.00000000,-13251.947246,12912.744989,-18855.150709
PG15,2026-04-01 07:45:0.00000000,8654.144735,13481.795883,-21728.802519
PG16,2026-04-01 07:45:0.00000000,585.099745,-26314.392715,-569.328325
PG17,2026-04-01 07:45:0.00000000,-23074.872241,13444.72306,428.065079
PG18,2026-04-01 07:45:0.00000000,23509.410603,3266.018453,-12142.584092
PG19,2026-04-01 07:45:0.00000000,-18187.72405,16570.414032,9208.257496
PG20,2026-04-01 07:45:0.00000000,-35.284225,17124.669806,-20246.493922
PG21,2026-04-01 07:45:0.00000000,-2143.601959,26124.883227,4168.439633
PG22,2026-04-01 07:45:0.00000000,-11173.675081,18948.99095,-14778.978118
PG23,2026-04-01 07:45:0.00000000,14463.225182,-1923.367244,-22111.15324
PG24,2026-04-01 07:45:0.00000000,19413.217188,15565.915432,-10321.999467
PG25,2026-04-01 07:45:0.00000000,15208.851589,6490.102211,20448.370201
PG26,2026-04-01 07:45:0.00000000,5195.112425,-23072.293415,11438.911306
PG27,2026-04-01 07:45:0.00000000,4620.358773,-18806.188308,-18347.61473
PG28,2026-04-01 07:45:0.00000000,12017.754952,-10604.856607,21184.286086
PG29,2026-04-01 07:45:0.00000000,22348.024639,-728.491589,14410.538337
PG30,2026-04-01 07:45:0.00000000,-18804.2138,5315.286899,-17902.825212
PG31,2026-04-01 07:45:0.00000000,2257.694501,-15680.207486,20988.444855
PG32,2026-04-01 07:45:0.00000000,20369.844706,-16525.003727,3771.045503
PG01,2026-04-01 08:00:0.00000000,-21018.135154,-15368.562325,-5460.713844
PG02,2026-04-01 08:00:0.00000000,-14265.205484,-16125.225951,-15527.169656
PG03,2026-04-01 08:00:0.00000000,-11725.644156,-18323.560803,15120.916436
PG04,2026-04-01 08:00:0.00000000,-14898.125967,-7115.249915,20874.995336
PG05,2026-04-01 08:00:0.00000000,5269.623659,25971.789171,-1588.647012
PG06,2026-04-01 08:00:0.00000000,-14298.248894,8519.07048,20799.771554
PG07,2026-04-01 08:00:0.00000000,-25114.037566,-5639.556722,-6716.686852
PG08,2026-04-01 08:00:0.00000000,-4778.885544,-15754.951015,-20951.726131
PG09,2026-04-01 08:00:0.00000000,-21202.888491,2797.989967,15703.798754
PG10,2026-04-01 08:00:0.00000000,11234.338135,-13810.941206,-19323.613454
PG11,2026-04-01 08:00:0.00000000,327.462712,16368.237833,20979.770264
PG12,2026-04-01 08:00:0.00000000,9792.022695,21059.337434,12599.001132
PG13,2026-04-01 08:00:0.00000000,-4426.968134,17457.728226,-19699.972153
PG14,2026-04-01 08:00:0.00000000,-13546.454685,10671.058798,-20033.548944
PG15,2026-04-01 08:00:0.00000000,6943.034716,15097.084417,-21259.186241
PG16,2026-04-01 08:00:0.00000000,881.26652,-26170.231718,2305.437107
PG17,2026-04-01 08:00:0.00000000,-23071.898255,13158.436391,-2404.690264
PG18,2026-04-01 08:00:0.00000000,24544.065911,3979.863216,-9660.219043
